name,birth_year,death_year,gender,nationality,placeofbirth,placeofdeath
Noe Bordignon,1841,1920,M,IT,Castelfranco Veneto,San Zenone degli Ezzelini
Mario Leopoldo Volpi,1877,1918,M,IT,Santa Maria Capua Vetere,Mestre
Eugenio Bonivento,1880,1956,M,IT,Chioggia,Milan
Giuseppe Barison,1853,1931,M,IT,Trieste,Trieste
Edoardo Guazzoni,1869,1946,M,IT,Milan,Milan
Luigi Monteverde,1843,1923,M,CH,Lugano,Lugano
Guido Meineri,1869,1944,M,IT,Cuneo,Montese
Heinrich Petersen-Flensburg,1861,1908,M,DE,Aarhus,"Kaiserswerth, Düsseldorf"
Robert Brough,1872,1905,M,GB,Invergordon,Sheffield
Lucien Rion,1875,1939,M,BE,Brussels,Brussels
Edmond Van Offel,1871,1959,M,BE,Antwerp,'s-Gravenwezel
Paul Wissaert,1885,1970,M,BE,Brussels,Brussels
Achille Cattaneo,1872,1931,M,IT,Limbiate,Milan
Mario Bezzola,1881,1968,M,IT,Milan,Milan
Oreste Pizio,1879,1938,M,IT,Turin,Turin
Raffaello Sorbi,1844,1931,M,IT,Florence,Florence
Maximilian von Fichard,1836,1923,M,UA,Lviv,Belgirate
Ettore Morteo,1874,1939,M,IT,Alassio,Genoa
Leonardo Roda,1868,1933,M,IT,Racconigi,Turin
Giuseppe Grassis,1870,1949,M,IT,Turin,Turin
Enrico Reycend,1855,1928,M,IT,Turin,Turin
Giovanni Piumati,1850,1915,M,IT,Brà,Col San Giovanni
Ambrogio Raffaele,1845,1928,M,IT,Vigevano,Vigevano
Luigi Calderini,1880,1973,M,IT,Turin,Turin
Camillo Filippo Cabutti,1863,1922,M,IT,Bossolasco,Turin
Giuseppe Bottero,1846,1930,M,IT,Asti,Turin
Romeo Bonomelli,1871,1943,M,IT,Bergamo,Bergamo
Vittorio Avanzi,1850,1913,M,IT,Verona,Selva di Progno
Stefano Bruzzi,1835,1911,M,IT,Gropallo,Gropallo
Giuseppe Danieli,1865,1931,M,IT,Belluno,Verona
Sofia di Bricherasio,1869,1950,F,IT,Turin,Terme di Miradolo
Maria Ippoliti,1861,1932,F,IT,Udine,Pordenone
Ettore Caser,1880,1944,M,US,Venice,New York
Giovanni Galeazzi,1870,1938,M,IT,Milan,Milan
Oreste Paltrinieri,1873,1953,M,IT,Viareggio,Verona
Alfonso Muzii,1856,1946,M,IT,Pescara,Pescara
Luigi Ratini,1880,1934,M,IT,Trento,Trento
Gaetano Miolato,1875,1961,M,IT,Verona,Verona
Mario Gachet,1879,1981,M,IT,Turin,Gassino Torinese
Cesare Covi,1872,1923,M,IT,Trento,Trento
Francesco Valaperta,1836,1908,M,IT,Milan,Milan
Adamo Carlo Caratti,1836,1919,M,IT,Udine,Udine
Pietro Anastasio,1859,1913,M,CH,Lugano,Morcote
Gisella Groppo Weingrill,1872,1967,F,IT,Verona,Pinerolo
Emilio Bestetti,1870,1954,M,IT,Milan,Milan
Mario Agrifoglio,1872,1972,M,IT,Genoa,Roasio
Stefano Novo,1862,1927,M,IT,Cavarzere,Padua
Tommaso Aroldi,1870,1928,M,IT,Cremona,Cremona
Alfredo Tansini,1872,1918,M,IT,Piacenza,Piacenza
Ercole Olivetti,1874,1941,M,IT,Turin,Turin
Francesco Volpe,1880,1912,M,IT,Genoa,Genoa
Giuseppe Ghiringhelli,1874,1944,M,IT,Milan,Varese
Angelo Maria Crepet,1885,1974,M,IT,Mestre,Florence
Giovanni Maria Rastellini,1869,1927,M,IT,Buttogno,Milan
Giovanni Guarlotti,1869,1954,M,IT,Galliate,Turin
Giovanni Battista Rossino,1872,1956,M,IT,Cagliari,Cagliari
Biagio Canevari,1864,1925,M,IT,Dorno,Dorno
Pierre Henri Théodore Tetar van Elven,1828,1908,M,IT,Molenbeek-Saint-Jean,Milan
Arturo Colavini Marion,1862,1938,M,IT,Aiello del Friuli,Udine
Cleto Capri,1873,1965,M,IT,Bologna,Bologna
Giulio Pagliano,1882,1932,M,IT,Gallipoli,Gallipoli
Michele Catti,1855,1914,M,IT,Palermo,Palermo
Felice Abrami,1872,1919,M,IT,Milan,Abbiate Guazzone
Alfredo Pariani,1876,1931,M,IT,Milan,Pallanza
Camillo Verno,1870,1942,M,IT,Campertogno,Campertogno
Gaele Covelli,1872,1932,M,IT,Crotone,Florence
Angelo Cantù,1881,1955,M,IT,Milan,Milan
Giuseppe Bozzalla,1874,1958,M,IT,Biella,Pollone
Giuseppe Giobbio,1860,1916,M,IT,Rovellasca,Milan
Antonio Pasinetti,1863,1940,M,IT,Montichiari,Milan
"Onofrio, Sr. Tomaselli",1866,1956,M,IT,Bagheria,Palermo
Abele DellaColetta,1885,1972,M,IT,Vittorio Veneto,Spresiano
Enrico Castellaneta,1864,1953,M,IT,Gioia del Colle,Gioia del Colle
Giulio Sommati di Mobello,1858,1926,M,IT,Chieri,Turin
Giacomo Campi,1846,1921,M,IT,Milan,Milan
Pietro Pajetta,1845,1911,M,IT,Vittorio Veneto,Padua
Arturo Ferrari,1861,1932,M,IT,Milan,Milan
Cesare Calchi Novati,1858,1939,M,IT,Milan,Milan
Alessandro Bagioli,1879,1965,M,IT,Cesena,Cesena
Romolo Tessari,1868,1925,M,IT,Castelfranco Veneto,Mira
Leopoldo Burlando,1841,1915,M,IT,Milan,Milan
Quinto Cenni,1845,1917,M,IT,Imola,Carnate di Lecco
Elda Cenni,1876,1947,F,IT,Genoa,Milan
Basilio Cascella,1860,1950,M,IT,Pescara,Pescara
Luigi Rossi,1853,1923,M,CH,Castagnola,Tesserete
Alcide Davide Campestrini,1863,1940,M,IT,Trento,Milan
Arnaldo Ferraguti,1862,1925,M,IT,Ferrara,Forlì
Carlo Bini,1873,1955,M,IT,Intra,Arona
Domenico Pesenti,1843,1918,M,IT,Medole,Mantua
Giovanni Todeschini,1857,1938,M,IT,Lecce,Milan
Emilio Vincenzo Magoni,1867,1922,M,IT,Brescia,Brescia
Giuseppe Rambelli,1868,1954,M,IT,Bagnacavallo,Torre di Traversara
Adolph Hirémy-Hirschl,1860,1933,M,HU,Timișoara,Rome
Clara Müller,1862,1929,F,CH,Densbüren,Bergamo
Raffaele D´ Amato,1857,1921,M,IT,Maiori,Maiori
Paolo Emilio Passaro,1878,1956,M,IT,Vallo della Lucania,Naples
Eugenio Spreafico,1856,1919,M,IT,Monza,Lombardy
Alberto Malaspina,1853,1906,M,IT,Pisa,Milan
Angiolo D'Andrea,1880,1942,M,IT,Pordenone,San Giorgio della Richinvelda
Romualdo Prati,1874,1930,M,IT,Caldonazzo,Rome
Silvio Poma,1841,1932,M,IT,Trescore Balneario,Turate
Erma Zago,1880,1942,F,IT,Bovolone,Milan
Dante Bertini,1878,1944,M,IT,Roverbella,Lago D´Orta
Carlo Böcklin,1870,1934,M,CH,Basel,Florence
Giovanni Battista Costa,1858,1938,M,IT,Rapallo,Genoa
Jean-Baptiste Scoriel,1883,1956,M,BE,Lambusart,Tamines
Romeo Borgononi,1873,1915,M,IT,Ravenna,Pavia
Attilio Bizzozzero,1876,1913,M,IT,Varese,Varese
Andrea Favero,1837,1914,M,IT,San Zenone degli Ezzelini,Como
Camillo Miola,1840,1919,M,IT,Italy,Naples
Giovanni Masotti,1873,1915,M,IT,Bologna,Bologna
Ascanio Chiericati,1866,1913,M,IT,Vicenza,Vicenza
Emilio Magistretti,1851,1936,M,IT,Milan,Milan
Italiano Franchi,1860,1926,M,IT,Pescia,Pescia
Paolo Bartolini,1859,1930,M,IT,Rome,Rome
Arnaldo De Lisio,1869,1949,M,IT,Castelbottaccio,Naples
Fausto Zonaro,1854,1929,M,IT,Masi,San Remo
Francesco Ghittoni,1855,1928,M,IT,San Giorgio Piacentino,Piacenza
Simone Salassa,1863,1930,M,IT,Montanaro Canavese,Ivrea
Tullio Salvatore Quinzio,1858,1918,M,IT,Florence,Genoa
Aldo Mazza,1880,1964,M,IT,Milan,Gavirate
Bartolommeo Giuliano,1825,1909,M,IT,Susa,Milan
Johanna Beha Castagnola,1869,1942,F,CH,Brussels,Lugano
Luigi di Giovanni,1856,1938,M,IT,Palermo,Palermo
Aleardo Villa,1865,1906,M,IT,Milan,Milan
Pietro Adamo Rimoldi,1869,1939,M,IT,Milan,Milan
Raoul Viviani,1883,1965,M,IT,Florence,Rapallo
Giambattista Todeschini,1857,1938,M,IT,Lecco,Milan
Emilio Malerba,1880,1926,M,IT,Milan,Milan
Alberto Bonomi,1876,1914,M,IT,Milan,Paris
Giuseppe Quaranta,1851,1915,M,IT,Naples,Buenos Aires
Giuseppe Barbaglia,1841,1910,M,IT,Milan,Vedano al Lambro
Vico Viganò,1874,1967,M,IT,Cernusco sul Naviglio,Cernusco sul Naviglio
Vespasiano Bignami,1841,1929,M,IT,Cremona,Milan
Luigi Mantovani,1880,1957,M,IT,Milan,Milan
Augusto Licata,1851,1942,M,IT,Rome,Naples
Enrico Crespi,1854,1929,M,IT,Busto Arsizio,Milan
Amerino Cagnoni,1853,1923,M,IT,Milan,Milan
Paolo Mezzanotte,1878,1969,M,IT,Milan,Inverigo
Carlo Stragliati,1868,1925,M,IT,Milan,Milan
Eugenio Prati,1842,1907,M,IT,Caldonazzo,Caldonazzo
Alberto Maironi Da Ponte,1836,1915,M,IT,Cenate Sotto,Bergamo
Suzanne Valadon,1865,1938,F,FR,Bessines-sur-Gartempe,Paris
Bartold Asendorpf,1888,1946,M,DE,Stettin,Buchenwald
Attilio Andreoli,1877,1950,M,IT,Chiari,Cavaglio-Spoccia
Camillo Rapetti,1859,1929,M,IT,Milan,Milan
Arturo Faldi,1856,1911,M,IT,Florence,Florence
Lina Bouvier Bardelli,1879,1964,F,IT,Milan,Caronno Varesino
Pietro Bouvier,1839,1927,M,IT,Milan,Milan
Gerolamo Graffigna,1861,1932,M,IT,Voltri,Genoa
Aurora Crespi Gilardelli,1864,1905,F,IT,Milan,Milan
Jean André Rixens,1846,1924,M,FR,Saint-Gaudens,Paris
Willi Maillard,1879,1945,M,DE,Berlin,Konstanz
Erik Richter,1889,1981,M,DE,Berlin,Plön
Wilhelm Wadler,1884,1964,M,DE,Krakow,"Troy, New York"
Giuseppe Signorini,1857,1932,M,IT,Rome,Rome
Adele Martignoni,1857,1924,F,IT,Bergamo,Milan
Domenico Cifani,1884,1942,M,IT,L'Aquila,L'Aquila
Angiolo Achini,1850,1930,M,IT,Milan,Milan
Erminio Rossi,1871,1942,M,IT,Sannazzaro de' Burgondi,Pavia
Renzo Weiss,1856,1931,M,IT,Trento,Milan
Enea Ballarini,1853,1939,M,IT,Bologna,Trieste
Irene Sala Valentini,1864,1934,F,IT,Milan,Milan
Ludovico Marchetti,1853,1909,M,IT,Rome,Paris
Giovanni Bedini,1844,1924,M,IT,Bologna,Bologna
Francesco Raffaello Santoro,1844,1927,M,IT,Cosenza,Rome
Tito Aguiari,1834,1908,M,IT,Adria,Trieste
Domingo Motta,1872,1962,M,IT,Genoa,Pegli
Cipriano Cei,1867,1922,M,IT,Biella,Rome
Gaetano Esposito,1858,1911,M,IT,Salerno,Sala Consilina
Karl Dick,1884,1967,M,DE,Niedereggenen,Basel
Domenico Mazzoni,1852,1923,M,IT,Caneva,Udine
Giovanni Rava,1874,1944,M,IT,"Alba, Piedmont",Agliè
Marco Davanzo,1872,1955,M,IT,Ampezzo,Ampezzo
Lucia Crotti,1877,1960,F,IT,Monza,Torre Pellice
Ferdinando Villa,1875,1928,M,IT,Vigevano,Vigevano
Riccardo Fainardi,1865,1959,M,IT,Collecchio,Collecchio
Giovanni Apollonio,1879,1930,M,IT,Treviso,Treviso
Adolfo Besozzi,1844,1908,M,IT,Lodi,Briosco
Gerardo Bianchi,1845,1922,M,IT,Monza,Monza
Giuseppe Castiglione,1829,1908,M,IT,Naples,Paris
Nicolò Giannone,1848,1915,M,IT,Palermo,Palermo
Eliseo Fausto Coppini,1870,1945,M,IT,Milan,Buenos Aires
Alberto Rossi,1858,1936,M,IT,Turin,Turin
Margherita Confalonieri,1887,1957,F,IT,Milan,Milan
Philipp Helmer,1846,1912,M,DE,Trippstadt,Olching
Antonio Rubino,1880,1964,M,IT,San Remo,Baiardo
Domenico Rambelli,1886,1972,M,IT,Faenza,Rome
François Maréchal,1861,1945,M,BE,Housse,Liège
Francesco Bozzetti,1876,1949,M,IT,Lecce,Borgoratto Alessandrino
Marino Lenci,1874,1939,M,IT,Naples,Naples
Arturo Viligiardi,1869,1936,M,IT,Siena,Alessandria
Vincenzo Jerace,1862,1947,M,IT,Polistena,Rome
Carlo Casanova,1871,1950,M,IT,Crema,Quarna Sotto
Domenico Buratti,1881,1960,M,IT,Nole,Turin
Quintilio Michetti,1850,1943,M,IT,Tocco da Casauria,Rome
Sonia Lewitzka,1882,1937,F,PL,Częstochowa,Paris
Giuseppe Cominetti,1882,1930,M,IT,Salasco,Rome
Gennaro Pardo,1865,1927,M,IT,Castelvetrano,Castelvetrano
Plinio Codognato,1878,1940,M,IT,Verona,Milan
Mario Moretti Foggia,1882,1954,M,IT,Mantua,Macugnaga
Luigi Turolo,1875,1957,M,IT,Monselice,Milan
Bigio Gerardenghi,1876,1957,M,IT,Dronero,São Paulo
Francesco Domenighini,1860,1950,M,IT,Breno,Brescia
Arturo Albertazzi,1881,1917,M,IT,Vogogna,Ghiffa
Giuseppe Amisani,1881,1941,M,IT,Pavia,Portofino
Giovanni Battista Crema,1883,1964,M,IT,Ferrara,Rome
Angelo Prada,1859,1934,M,IT,Casalpusterlengo,Casalpusterlengo
Egidio Riva,1866,1946,M,IT,Milan,Milan
Giacomo Spini,1883,1911,M,IT,Bergamo,Bergamo
Jan Cornelis Bander,1885,1956,M,NL,Amsterdam,Edam
Angelo Landi,1879,1944,M,IT,Salò,Salò
Roberto Borsa,1880,1965,M,IT,Milan,Milan
Giovanni Trussardi Volpi,1875,1921,M,IT,Clusone,Lovere
Guglielmo Micheli,1866,1926,M,IT,Livorno,Livorno
Nazzareno Orlandi,1861,1952,M,IT,Ascoli Piceno,Buenos Aires
Giuseppe Ronchi,1875,1951,M,IT,Brescia,Brescia
Giuseppe Cacace,1872,1909,M,IT,Naples,Naples
Alessandro Abate,1872,1953,M,IT,Catania,Rome
Giulio Molinari,1877,1927,M,IT,Bologna,Milan
Benvenuto Ronca,1881,1944,M,IT,Verona,Verona
Rina Maluta,1868,1945,F,IT,Padua,Padua
Cesare Antonelli,1857,1940,M,IT,Putignano,Monopoli
Serafino Ramazzotti,1846,1920,M,IT,Sozzago,Sozzago
Augusto Ortolani,1873,1959,M,IT,Vicenza,Rapallo
Willy von Beckerath,1868,1938,M,DE,Krefeld,Irschenhausen
Paul Thesing,1882,1954,M,DE,Anholt,Darmstadt
Karl Junker,1850,1912,M,DE,Lemgo,Lemgo
Wilbrandus Joannes Koppuis,1859,1945,M,NL,Blijham,Amsterdam
Jan Kruidenier,1874,1948,M,NL,Charlois,Apeldoorn
Henriette Hubregtse-Lanzing,1879,1959,F,NL,Maastricht,"Hague, The"
Daniel Noteboom,1877,1943,M,NL,Rotterdam,Leyden
\N Bistrenin,1872,1944,M,RU,Bolkhov,Sergiyev Posad
Mikhail Verner,1881,1941,M,RU,Moscow,Moscow
Carlo Moroni,1882,1939,M,IT,Cuggiono,Milan
Eugenio Pellini,1864,1934,M,IT,Marchirolo,Varese
Achille Jemoli,1878,1960,M,IT,Lecco,Milan
Guido Caprotti,1887,1966,M,IT,Monza,Balmaseda
Ambrogio Lombardi,1887,1934,M,IT,Milan,Milan
Giuseppe Maldarelli,1885,1958,M,IT,Naples,Naples
Alessandro Barbieri,1850,1931,M,IT,Milan,Milan
Mario Biazzi,1880,1965,M,IT,Castelverde,Cremona
Frits van den Berghe,1883,1939,M,BE,Ghent,Ghent
Eric Wansart,1899,1976,M,BE,Uccle,Ixelles
George Friedrich Ferdinand Schiller,1886,1971,M,NL,Amsterdam,Bussum
Alexei Kokel',1880,1956,M,UA,"Tarkhany, Chuvashia",Kharkov
Ugo Martelli,1881,1921,M,IT,Ferrara,Sirmione
Ugo Mazzolari,1873,1946,M,IT,Cremona,Milan
Carlo Erba,1884,1917,M,IT,Milan,"Ortigara, Monte"
Eugenio Marana,1879,1978,M,IT,Milan,Milan
Aroldo Bonzagni,1887,1918,M,IT,Cento,Milan
Carola De Agostini,1878,1957,F,IT,Cuggiono,Milan
Giannino Grossi,1889,1969,M,IT,Milan,Milan
Antonio Braschi Calippo,1872,1953,M,IT,Ravenna,Bologna
Ugo Bernasconi,1874,1960,M,AR,Buenos Aires,Como
Augusto Laforêt,1881,1970,M,IT,Milan,Milan
Italo Josz,1878,1942,M,IT,Florence,Milan
Albino DalCastagné,1877,1952,M,IT,Torcegno,Clusone
Ugo Piatti,1888,1953,M,IT,Milan,Milan
Siro Penagini,1885,1952,M,IT,Milan,Solcio di Lesa
Adriana Bisi Fabbri,1881,1918,F,IT,Ferrara,Travedona
Mario Chiattone,1891,1957,M,CH,Bergamo,Lugano
Leonardo Dudreville,1885,1975,M,IT,Venice,Ghiffa
Achille Funi,1890,1972,M,IT,Ferrara,Appiano Gentile
Marcello Nizzoli,1887,1969,M,IT,Boretto,Genoa
Antonio Giovanni Possamai,1890,1964,M,IT,Pieve di Soligo,Monselice
Antonio Sant'Elia,1888,1916,M,IT,Como,Monfalcone
Thomasine Adrienne Cornelder-Doffegnies,1865,1937,F,NL,Zevenaar,Nijmegen
Richard Roland Holst,1868,1938,M,NL,Rotterdam,Bloemendaal
Evgeniy Bukovetsky,1866,1948,M,UA,Odessa,Odessa
Stepan Kolesnikov,1879,1955,M,UA,Adrianopil,Belgrade
Mikhail Yakovlev,1880,1942,M,RU,Mikhaylov,Tbilisi
Carel Adolph Lion Cachet,1864,1945,M,NL,Amsterdam,Vreeland
Domenico Bruschi,1840,1910,M,IT,Perugia,Rome
Nino Carnevali,1849,1916,M,IT,Rome,Terni
Giuseppe Cellini,1855,1940,M,IT,Rome,Rome
Erulo Eroli,1854,1916,M,IT,Rome,Rome
Giuseppe Ferrari,1843,1905,M,IT,Rome,Rieti
Ettore Roesler Franz,1845,1907,M,IT,Rome,Rome
James Bell Anderson,1886,1938,M,GB,Edinburgh,Glasgow
Lily Christie,1861,1948,F,SE,Västerås,London
Clarence Montfort Gihon,1871,1929,M,US,Philadelphia,Dax
Grace Canedy,1869,1965,F,US,Wauconda,Laguna Beach
Frank Brooks,1854,1937,M,GB,Salisbury,Hampshire
Louis Kronberg,1872,1965,M,US,Boston,Palm Beach
Théodore Jacques Ralli,1852,1909,M,FR,Istanbul,Lausanne
Bertha Newcombe,1857,1947,F,GB,Hackney,Petersfield
Horace van Ruith,1840,1923,M,RU,Saint Petersburg,"Acton, London"
Ignacy Pieńkowski,1877,1948,M,PL,Dołubowo,Cracow
John Kelt Edwards,1875,1934,M,GB,Blaenau Ffestiniog,Ceinewydd
Mary Swanzy,1882,1978,F,GB,Dublin,London
Dmitriy Orlov,1883,1946,M,RU,Novocherkassk,Moscow
Kate Ruskin Coughtrie,1870,1964,F,GB,Hong Kong,Grangemouth
Walter Follen Bishop,1856,1936,M,GB,Liverpool,Saint Hélier
Roderick D. MacKenzie,1865,1941,M,US,London,"Mobile, Alabama"
Reginald Grenville Eves,1876,1941,M,GB,London,Middleton in Teesdale
William Banks Fortescue,1855,1924,M,GB,Southport,London
Alice Worthington Ball,1869,1929,F,US,Boston,Baltimore
Luigi Bazzani,1836,1927,M,IT,Bologna,Rome
Reynolds Beal,1867,1951,M,US,New York,Rockport
Henri Ferdinand Bellan,1870,1922,M,FR,Paris,Paris
Abel Bertram,1871,1954,M,FR,Saint-Omer,Paris
Marie-Gabriel Biessy,1854,1935,M,FR,Saint-Pierre-du-Mont,Bourg-la-Reine
Martin Borgord,1869,1935,M,US,Norway,Riverside
Joseph Félix Bouchor,1853,1937,M,FR,Paris,Paris
Isaac Henry Caliga,1857,1954,M,US,Auburn,Provincetown
Thurston Laidlaw Shoosmith,1865,1933,M,GB,Northampton,Northampton
Alson Skinner Clark,1876,1949,M,US,Chicago,Pasadena
Walter A. Clark,1848,1917,M,US,Brooklyn,Bronxville
Eanger Irving Couse,1866,1936,M,US,Saginaw,Albuquerque
Bruce Crane,1857,1937,M,US,New York,Bronxville
Charles Courtney Curran,1861,1942,M,US,"Hartford, Ohio",New York
Maud Gonne,1865,1953,F,IE,Farnham,Dublin
Edward Dufner,1871,1957,M,US,Buffalo,Short Hills
Jean Charles Duval,1880,1963,M,FR,Paris,Paris
Thomas Eakins,1844,1916,M,US,Philadelphia,Philadelphia
Charles Warren Eaton,1857,1937,M,US,Albany,Montclair (New Jersey)
William Giles,1872,1939,M,GB,Reading,"Newport, Essex"
Emil Brischle,1884,1966,M,DE,Offenburg,Offenburg
Henry Sylvester Stannard,1870,1951,M,GB,London,Bedford
Auguste Cammissar,1873,1962,M,FR,Strasbourg,Strasbourg
Yvonne Ripa De Roveredo,1882,1976,F,FR,Marseilles,Paris
Madeline Marrable,1833,1916,F,GB,London,London
Herbert MacNair,1868,1955,M,GB,Glasgow,Innellan
Maud Burge,1865,1957,F,NZ,Wellington,Masterton
Edith Hemming,1849,1931,M,CA,"Kimbolton, Cambridgeshire",Dollar
Edith Margaret Harms,1868,1943,F,GB,Horsham,Horsham
William Wiehe Collins,1862,1951,M,GB,Kensington,Bridgwater
Oswald Garside,1879,1942,M,GB,Southport,London
Alessandro Zezzos,1848,1914,M,IT,Venice,Vittorio Veneto
Heinrich Ebel,1849,1931,M,DE,Gimmeldingen,Fegersheim
Emil Firnrohr,1881,1968,M,DE,Karlsruhe,Karlsruhe
Henry-Claudius Forestier,1875,1922,M,CH,Chêne-Bougeries,Meyrin
Adolf Graeser,1879,1959,M,FR,Łódź,Saverne
Wilhelm Herberholz,1881,1956,M,DE,Schwerte,Oberstdorf
Gustav Hofmann,1889,1970,M,DE,Grötzingen,Grötzingen
Willy Hummel,1872,1939,M,CH,Gottlieben,Davos
Arderne Clarence,1880,1966,M,GB,Grahamstown,Bournemouth
George Edward Alexander,1865,1931,M,GB,Chippenham,London
Marguerite Henriette Tedeschi,1879,1970,F,FR,Paris,Palma de Mallorca
Maud Brindley,1866,1939,F,GB,Carlisle,West Malling
Gordon Frederick Browne,1858,1932,M,GB,Banstead,Richmond upon Thames
Mary Mason,1886,1964,F,US,Zanesville,Philadelphia
Jamini Prakash Gangooly,1876,1953,M,IN,Kolkata,Kolkata
Elias Bancroft,1846,1924,M,GB,Northwich,Manchester
Claude Allin Shepperson,1867,1921,M,GB,Beckenham,London
Lena Pilichowska,1884,1947,F,PL,Łódź,Oxford
Hugh de Twenebrokes Glazebrook,1870,1935,M,GB,London,London
Henry Holiday,1839,1927,M,GB,London,London
Jessie Mothersole,1874,1958,F,GB,Colchester,Anerley
William Glasby,1863,1941,M,GB,London,Horsham
Rudolf Löw,1878,1948,M,CH,Basel,Basel
Willy Münch,1885,1960,M,DE,Karlsruhe,Karlsruhe
Alfred Schnaars,1875,1926,M,DE,Hamburg,Frankfurt am Main
Alfred Praga,1867,1940,M,GB,Liverpool,London
Harry Morley,1881,1943,M,GB,Leicester,London
John Joseph Enneking,1841,1916,M,US,Minster,Hyde Park
Walter Florian,1878,1909,M,US,New York,New York
Will Howe Foote,1874,1965,M,US,Grand Rapids,Sarasota
Charles Henry Fromuth,1861,1937,M,US,Philadelphia,Concarneau
Wilhelm Heinrich Funk,1886,1949,M,DE,Hanover,Munich
Leandro Ramón Garrido,1868,1909,M,ES,Bayonne,Grasse
Grace Gassette,1871,1955,F,US,Chicago,"Woodstock, Vermont"
"Constantin, Baron Rausch de Traubenberg",1871,1935,M,RU,Saint Petersburg,Paris
Eugenie Fish Glaman,1873,1956,M,US,"St. Joseph, Missouri",Chicago
Thomas Cooper Gotch,1854,1931,M,GB,Kettering,Newlyn
Walter Granville-Smith,1870,1938,M,US,South Granville,Queens
William Henry Howe,1846,1929,M,US,"Ravenna, Ohio",Bronxville
Henry Salem Hubbell,1870,1949,M,US,"Paola, Kansas",Miami
Edward Timothy Hurley,1869,1950,M,US,Cincinnati,Cincinnati
John Christen Johansen,1876,1964,M,US,Copenhagen,New Canaan
William Langson Lathrop,1859,1938,M,US,Warren,"Montauk, New York"
Robert Walker Macbeth,1848,1910,M,GB,Glasgow,London
Clara Taggart MacChesney,1860,1928,F,US,"Brownsville, California",London
William Stuart MacGeorge,1861,1931,M,GB,Castle Douglas,Edinburgh
Jean MacLane,1878,1964,F,US,Chicago,Stamford
Fred Dana Marsh,1872,1961,M,US,Chicago,Daytona Beach
Willard LeRoy Metcalf,1858,1925,M,US,Lowell,New York
Joseph Milner Kite,1862,1946,M,GB,Taunton,France
F. Luis Mora,1874,1940,M,US,Montevideo,New York
Alice Turner Mumford,1875,1950,F,US,Philadelphia,Miami
Charles Austin Needham,1844,1923,M,US,Buffalo,Palenville
John Warner Norton,1876,1934,M,US,Lockport,Charleston
John Anthony Park,1880,1962,M,GB,Preston,Lancashire
Gertrude Partington,1874,1959,F,US,Heysham,San Francisco
Ernest Clifford Peixotto,1869,1940,M,US,San Francisco,New York
Martin Petersen,1866,1956,M,US,Denmark,New York
Henry Prellwitz,1865,1940,M,US,New York,East Greenwich
Charles Rosen,1878,1950,M,US,Westmoreland,Kingston
John Gordon Saxton,1857,1951,M,US,"Troy, New York","Warren, Connecticut"
Joseph Henry Sharp,1859,1953,M,US,Bridgeport,Pasadena
Gardner George Symons,1863,1930,M,US,Chicago,Hillside
George William Sotter,1879,1953,M,US,Pittsburgh,Holicong
Caroline Stehlin,1877,1928,F,US,New York,Ogunquit
Stanbery van Buren,1853,1926,M,US,"Fultonham, Ohio","Fultonham, Ohio"
Robert William Vonnoh,1858,1933,M,US,"Hartford, Connecticut",Nice
Clark Greenwood Voorhees,1871,1933,M,US,New York,Old Lyme
Harry Mills Walcott,1870,1944,M,US,Torrington,Rutherford
John Ferguson Weir,1841,1926,M,US,West Point,Providence
Janet D. Wheeler,1870,1945,F,US,Detroit,Philadelphia
Gustave Adolph Wiegand,1870,1957,M,US,Bremen,Old Chatham
Joseph R. Woodwell,1843,1911,M,US,Pittsburgh,Pittsburgh
Samuel Johnson Woolf,1880,1948,M,US,New York,New York
Charles William Wyllie,1853,1923,M,GB,London,Saint John's Wood
Robert Storm Petersen,1882,1949,M,DK,Valby,Frederiksberg
Prince of Sweden Eugen,1865,1947,M,SE,"Drottningholms slott, Stockholm",Stockholm
Karl Aksel Jørgensen,1883,1957,M,DK,Copenhagen,Copenhagen
Viggo Madsen,1885,1954,M,DK,Lyngby,Copenhagen
Ejnar Nielsen,1872,1956,M,DK,Copenhagen,Copenhagen
Karl Schou,1870,1938,M,DK,Copenhagen,Charlottenlund
Edvard Weie,1879,1943,M,DK,Copenhagen,Frederiksberg
Lawson Wood,1878,1957,M,GB,"Highgate, London",Honiton
Georges-Paul Bobin,1886,1964,M,FR,Colombes,Colombes
Louis-Maurice Cayron,1867,1934,M,FR,Paris,Angers
François Dehérain,1877,1962,M,FR,Paris,Paris
Félix Desgranges,1860,1942,M,FR,Paris,"Saint-Bresson, Haute-Saône"
Daniel Urbain Dourouze,1874,1923,M,FR,Grenoble,Paris
Constant Léon Duval,1877,1956,M,FR,Champlay,Saint-Piat
Caroline Espinet,1844,1912,F,FR,Lyon,Nantes
Hippolyte Fournier,1852,1926,M,FR,Rablay-sur-Layon,Gonnord
Garcin Marie Louise Rosine,1881,1968,F,FR,Charenton-le-Pont,Le Havre
Ernest Gayac,1870,1942,M,FR,Bordeaux,Bordeaux
Marthe-Jacob Girard,1870,1921,F,FR,Sermizelles,Sermizelles
Lucien Alphonse Gros,1845,1913,M,FR,Husseren-Wesserling,Poissy
Filippo Omegna,1881,1948,M,IT,Turin,Montaldo di Mondovì
Alessandro Pomi,1890,1976,M,IT,Mestre,Venice
Georg Brosch,1874,1939,M,IT,Venice,Munich
